Cmdline: /data/bin/simpleperf record -p 19357 -o /sdcard/perf_19357.data --duration 360
Arch: arm64
Event: cpu-cycles (type 0, config 0)
Samples: 754961
Event count: 347477464523

Children  Self   Command          Pid    Tid    Shared Object                                                                         Symbol
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              libhwui.so[+49d028]
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libui.so                                                                android::Region::boolean_operation(unsigned int, android::Region&, android::Region const&, android::Rect const&, int, int)
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     fpsimd_restore_current_state
0.00%     0.00%  Thread-59        19357  21218  [kernel.kallsyms]                                                                     ext4_es_lookup_extent
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/app/WebViewGoogle/WebViewGoogle.apk                                           WebViewGoogle.apk[+1045540]
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     expand_files
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrOpList::~GrOpList()
0.00%     0.00%  HeapTaskDaemon   19357  19368  [kernel.kallsyms]                                                                     find_vma_prev
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libEGL.so                                                               void std::__1::vector<android_native_rect_t, std::__1::allocator<android_native_rect_t> >::__push_back_slow_path<android_native_rect_t const&>(android_native_rect_t const&&&)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkImage_Raster::getROPixels(SkBitmap*, SkColorSpace*, SkImage::CachingHint) const
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libutils.so                                                             android::VectorImpl::appendVector(android::VectorImpl const&)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrCoverageCountingPathRenderer::postFlush(GrDeferredUploadToken, unsigned int const*, int)
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     mutex_lock
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              virtual thunk to GrTextureProxy::~GrTextureProxy()
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              GrClipStackClip::quickContains(SkRect const&) const
0.00%     0.00%  Thread-59        19357  21214  [kernel.kallsyms]                                                                     free_hot_cold_page_list
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-core-oj.oat                                              java.lang.ThreadLocal.getMap
0.00%     0.00%  tutu.ABenchMark  19357  19357  /system/lib64/libart.so                                                               art::JNI::IsInstanceOf(_JNIEnv*, _jobject*, _jclass*)
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libui.so                                                                android::Region::begin() const
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     avc_has_perm
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libm.so                                                                 sinf
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     do_mem_abort
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libgui.so                                                               android::Parcel::FlattenableHelper<android::IGraphicBufferProducer::QueueBufferOutput>::unflatten(void const*, unsigned long, int const*, unsigned long)
0.00%     0.00%  Thread-59        19357  20290  /system/framework/arm64/boot-framework.oat                                            android.database.sqlite.SQLiteConnection.execute
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libutils.so                                                             android::VectorImpl::clear()
0.00%     0.00%  Thread-59        19357  21220  [kernel.kallsyms]                                                                     arch_counter_get_cntvct
0.00%     0.00%  work_thread      19357  19431  /system/lib64/libsqlite.so                                                            sqlite3GetToken
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libutils.so                                                             android::SortedVector<android::key_value_pair_t<int, android::Looper::Request> >::do_destroy(void*, unsigned long) const
0.00%     0.00%  RenderThread     19357  19825  /vendor/lib64/egl/libGLESv2_adreno.so                                                 EglWindowSurface::PerformContextSwapOperation(EglContext*, EsxRect const*, unsigned int, EglResourceAccessInfo*)
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     binder_dec_node_tmpref
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     __vfs_write
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     kernfs_fop_open
0.00%     0.00%  tutu.ABenchMark  19357  19357  [kernel.kallsyms]                                                                     in_group_p
0.00%     0.00%  Thread-59        19357  20290  [kernel.kallsyms]                                                                     lz4_decompress_unknownoutputsize
0.00%     0.00%  work_thread      19357  19431  [kernel.kallsyms]                                                                     strchr
0.00%     0.00%  RenderThread     19357  19825  [kernel.kallsyms]                                                                     kgsl_drawobj_sync_create
0.00%     0.00%  RenderThread     19357  19825  /system/lib64/libhwui.so                                                              SkAutoPathBoundsUpdate::~SkAutoPathBoundsUpdate()
